"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1CODL0002","2004-02-08","38.7527","-108.0281","1538.0","DELTA 2.3 ENE, CO US","    0","T,,N","    0","T,,N","   30",",,N",,,,,,,,
"US1CODL0002","2004-02-09","38.7527","-108.0281","1538.0","DELTA 2.3 ENE, CO US","    0",",,N","    0",",,N","   30",",,N",,,,,,,,
"US1CODL0002","2004-02-10","38.7527","-108.0281","1538.0","DELTA 2.3 ENE, CO US","    0",",,N","    0",",,N","   30",",,N",,,,,,,,
"US1CODL0002","2004-02-11","38.7527","-108.0281","1538.0","DELTA 2.3 ENE, CO US","    0",",,N","    0",",,N","   30",",,N",,,,,,,,
"US1CODL0002","2004-02-12","38.7527","-108.0281","1538.0","DELTA 2.3 ENE, CO US","    0","T,,N","    0","T,,N","    0","T,I,N",,,,,,,,
"US1CODL0002","2004-02-13","38.7527","-108.0281","1538.0","DELTA 2.3 ENE, CO US","    0",",,N","    0",",I,N","   30",",I,N",,,,,,,,
"US1CODL0002","2004-02-14","38.7527","-108.0281","1538.0","DELTA 2.3 ENE, CO US","    0",",,N","    0",",,N","   30",",,N",,,,,,,,
"US1CODL0002","2004-02-15","38.7527","-108.0281","1538.0","DELTA 2.3 ENE, CO US","    0",",,N","    0",",,N","   30",",,N",,,,,,,,
"US1CODL0002","2004-02-16","38.7527","-108.0281","1538.0","DELTA 2.3 ENE, CO US","    0",",,N","    0",",,N","   30",",,N",,,,,,,,
"US1CODL0002","2004-02-17","38.7527","-108.0281","1538.0","DELTA 2.3 ENE, CO US","    0",",,N","    0",",,N","   30",",,N",,,,,,,,
"US1CODL0002","2004-02-18","38.7527","-108.0281","1538.0","DELTA 2.3 ENE, CO US","    0",",,N","    0",",,N","   30",",,N",,,,,,,,
"US1CODL0002","2004-02-19","38.7527","-108.0281","1538.0","DELTA 2.3 ENE, CO US","    0",",,N","    0",",,N","   30",",,N",,,,,,,,
"US1CODL0002","2004-02-20","38.7527","-108.0281","1538.0","DELTA 2.3 ENE, CO US","    0",",,N","    0",",,N","    0",",,N",,,,,,,,
"US1CODL0002","2004-02-21","38.7527","-108.0281","1538.0","DELTA 2.3 ENE, CO US","    0",",,N","    0",",,N","    0",",,N",,,,,,,,
"US1CODL0002","2004-02-22","38.7527","-108.0281","1538.0","DELTA 2.3 ENE, CO US","   33",",,N","    0",",,N","    0",",,N",,,,,,,,
