"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES"
"CA003026484","1981-06-01","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C",,,,,,
"CA003026484","1981-06-02","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C",,,,,,
"CA003026484","1981-06-03","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C",,,,,,
"CA003026484","1981-06-04","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C",,,,,,
"CA003026484","1981-06-05","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C",,,,,,
"CA003026484","1981-06-06","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C",,,,,,
"CA003026484","1981-06-07","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C",,,,,,
"CA003026484","1981-06-08","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C",,,,,,
"CA003026484","1981-06-09","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C",,,,,,
"CA003026484","1981-06-10","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C",,,,,,
"CA003026484","1981-06-11","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C",,,,,,
"CA003026484","1981-06-12","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C",,,,,,
"CA003026484","1981-06-13","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   26",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-06-14","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-06-15","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-06-16","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-06-17","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-06-18","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-06-19","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-06-20","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-06-21","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-06-22","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-06-23","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    8",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-06-24","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-06-25","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-06-26","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   96",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-06-27","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-06-28","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-06-29","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-06-30","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   44",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-01","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   12",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-02","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-03","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-04","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-05","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-06","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   16",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-07","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","  134",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-08","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-09","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0","T,,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-10","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    4",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-11","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-12","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-13","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   14",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-14","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   72",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-15","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","  129",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-16","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-17","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-18","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-19","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   40",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-20","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    5",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-21","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-22","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   45",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-23","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   69",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-24","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-25","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-26","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-27","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-28","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-29","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-30","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C","    0",",,C",,,,
"CA003026484","1981-07-31","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C","    0",",,C","  267",",,C",,
"CA003026484","1981-08-01","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-02","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-03","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-04","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-05","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-06","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA",,,"    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-07","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-08","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-09","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-10","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-11","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-12","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-13","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-14","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-15","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-16","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-17","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","  114",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-18","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-19","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-20","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-21","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-22","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-23","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-24","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-25","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-26","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-27","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-28","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-29","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-30","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-08-31","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-01","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","  114",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-02","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-03","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-04","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-05","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-06","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-07","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    6",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-08","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-09","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-10","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-11","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-12","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-13","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-14","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-15","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-16","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-17","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-18","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-19","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","  186",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-20","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-21","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   28",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-22","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   24",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-23","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   22",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-24","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-25","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-26","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-27","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-28","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-29","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-09-30","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-01","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-02","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0","T,,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-03","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-04","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-05","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-06","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-07","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   36",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-08","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0","T,,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-09","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   20",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-10","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   16",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-11","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-12","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-13","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   12",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-14","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-15","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-16","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   18",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-17","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-18","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-19","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   20",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-20","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-21","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-22","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-23","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   32",",,C","   32",",,C","    0",",,C",,,,
"CA003026484","1981-10-24","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","   48",",,C","   26",",,C","    0",",,C",,,,
"CA003026484","1981-10-25","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-26","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-27","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-28","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-29","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-30","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-10-31","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C","    0",",,C",,,,
"CA003026484","1981-11-01","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C",,,,,,
"CA003026484","1981-11-02","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C",,,,,,
"CA003026484","1981-11-03","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C",,,,,,
"CA003026484","1981-11-04","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C",,,,,,
"CA003026484","1981-11-05","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C",,,,,,
"CA003026484","1981-11-06","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C",,,,,,
"CA003026484","1981-11-07","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C",,,,,,
"CA003026484","1981-11-08","51.7167","-113.2333","853.0","THREE HILLS EAST, AB CA","    0",",,C","    0",",,C",,,,,,
